,id,icao_24bit,aircraft_code,registration,anomalous,origin_airport_iata,destination_airport_iata,flight_no,airline_icao,callsign,turn1,turn2,turn3,deltaD1,deltaD2,deltaD3,time,latitude,longitude,altitude,ground_speed
310,3454d5a1,3CC005,E55P,D-CAAF,0,BMA,NCE,,AZE,AZE25HJ,3.0,9.0,24.0,-373.1867009,-385.2794295,-405.6963573,12.0,53.175,10.925,40500.0,430.5
311,3454d5cd,3E47B1,C525,D-ISIR,0,SIR,BMA,MCK308,MCK,MCK308,2.0,1.0,15.0,-331.3183165,-346.754418,-351.4407437,12.0,52.975,10.945,40000.0,373.25
312,3454d63b,15063B,GL5T,RA-67131,0,AER,,RFE9732,TUL,RFE9732,87.0,0.0,340.0,0.0,0.0,0.0,13.0,46.17,50.12,45025.0,483.5
313,3454d806,503D1A,H25B,LY-BGH,0,TBS,PFO,,,LLT736B,13.0,16.0,41.0,-314.2068854,-320.2212573,-315.2279641,12.0,38.48,38.64,40500.0,358.0
314,3454d8d6,3A3280,B789,F-OMUA,0,CDG,LAX,TN7,THT,THT7,7.0,9.0,10.0,-381.5038515,-390.7789146,-420.8663195,12.2,57.08,-5.7,35955.0,459.8
315,3454dcdb,40616C,C55B,G-CMBC,0,IBZ,OXF,LJC5,LJC,LJC5,11.0,7.0,1.0,-299.1911992,-294.5806923,-305.7496686,12.0,44.89,-0.155,36581.25,334.0
316,3454dd41,4CAAB1,B737,EI-TVG,0,ALC,VNO,LTC101,LTC,LTC101,11.0,5.0,9.0,-371.5574284,-389.2123113,-405.5824929,12.5,46.14,11.53,39995.83333,431.1666667
317,3454dfe3,,F2TH,,0,,,,,F2TH,3.0,10.0,7.0,0.0,0.0,0.0,12.0,40.93,21.615,41500.0,476.5
318,3454dfe4,,F2TH,,0,,,,,F2TH,13.0,8.0,2.0,0.0,0.0,0.0,12.2,47.15,1.65,42625.0,444.4
319,3454e1aa,48D000,CL35,SP-WAA,0,AGP,KRK,,JDI,JDI22R,26.0,12.0,1.0,-415.6899367,-412.6625761,-415.5973351,12.5,43.105,6.575,40320.83333,446.8333333
320,3454e1e5,48B206,B763,SP-MRG,0,BUD,HKG,TE701,IGA,IGA701,3.0,14.0,8.0,-298.6152252,-367.888108,-444.0773105,13.0,42.13,36.71,37000.0,494.5
321,3454e31b,781133,A332,B-8981,0,LIS,HGH,JD622,CBJ,CBJ622,6.0,2.0,9.0,-397.8845448,-422.5088462,-420.9740737,14.1,55.32,10.295,36700.0,458.6
322,3454e42e,151F69,GL5T,RA-73577,0,VKO,GYD,,,RLA7771,43.0,18.0,27.0,-412.0573701,-479.6534272,-504.0869791,12.0,49.315,45.45,41300.0,529.75
323,3454e4c5,738444,A21N,4X-AGK,0,TLV,PRG,IZ281,AIZ,AIZ281,1.0,5.0,0.0,-376.3458219,-405.556605,-420.7999963,13.2,42.31,23.03,35620.0,435.4
324,3454e584,,GLF6,,0,,,,,GLF6,1.0,0.0,7.0,0.0,0.0,0.0,13.77777778,47.5,15.42,41666.66667,486.8888889
325,3454e5be,42,0,0,0,TBS,,HMJ225,,HMJ225,13.0,23.0,35.0,0.0,0.0,0.0,14.0,41.81,35.895,36987.5,366.5
326,3454e785,507C5D,A320,UK32030,0,IST,SKD,HH572,QNT,QNT572,10.0,30.0,6.0,-452.5698931,-463.5685101,-465.6509186,13.0,40.985,43.375,35006.25,507.0
327,3454e7a3,3E3D01,C25A,D-IOHL,0,VLC,BER,,ECA,ECA2HL,15.0,17.0,16.0,-296.0164227,-308.7162439,-328.6486273,12.5,44.385,8.4,40000.0,366.5
328,3454e7a5,43C39C,R135,ZZ665,0,WTN,,RRR7212,RFR,RRR7212,6.0,42.0,11.0,0.0,0.0,0.0,14.33333333,55.58,19.6,34472.22222,429.5555556
329,3454e7b5,4.52E+03,C56X,LZ-CVA,0,GVA,RMO,HLR777,,HLR777,4.0,5.0,5.0,-383.7809044,-379.0449834,-377.6794377,14.0,47.47,17.2,37000.0,412.5
330,3454e8ed,39CE24,A359,F-HTRE,0,ORY,PUJ,TX606,FWI,FWI606,6.0,5.0,8.0,-378.3720327,-394.8973015,-405.3185372,12.5,46.1,-8.305,37993.75,439.0
331,3454e923,4D24FE,A332,9H-HFJ,0,CDG,DSS,HC404,HFY,SZN404,3.0,10.0,2.0,-413.6580782,-415.3456504,-411.4711731,12.8,41.6,-6.68,37200.0,448.6
332,3454eb61,45A94B,HA4T,OY-JJK,0,PMI,BLL,,,JNJ5KC,3.0,328.0,10.0,-340.5991477,-398.1240663,-417.388433,12.5,47.89,1.97,45000.0,438.75
333,3454ee31,20199,CL30,CN-EMM,0,GVA,CMN,,,CNEMM,15.0,1.0,15.0,-410.1556246,-401.2104436,-393.4915014,12.5,39.205,-1.02,45000.0,442.5
334,3454eecd,44B4A4,LJ45,OO-MED,0,PFO,LGG,,,OOMED,8.0,1.0,0.0,-374.7627495,-380.3055703,-398.9119788,13.0,42.425,21.035,44666.66667,423.0
335,3454efab,0A0097,C56X,7T-VNM,0,LIN,HME,,,7TVNM,0.0,6.0,11.0,-425.9778188,-413.8971074,-320.8885341,12.5,38.51,7.13,39018.75,445.0
336,3454f021,3CD950,LJ35,D-CJPG,0,LPA,CGN,QAJ5,QAJ,QAJ5,0.0,15.0,7.0,-406.6127034,-387.2527473,-407.9381301,17.0,42.905,-4.765,39006.25,440.25
337,3454f084,3CE997,PC24,D-CPTN,0,LCA,CMF,PTN946,PTN,PTN946,33.0,16.0,2.0,-310.4878425,-307.2948843,-310.309484,13.71428571,40.79,22.54,42985.71429,344.4285714
338,3454f31b,AE29FE,B737,166695,0,CHQ,,,CNV,CNV4333,4.0,5.0,20.0,0.0,0.0,0.0,13.71428571,43.21,8.84,37714.28571,386.1428571
339,3454f413,44958B,FA8X,OO-ELK,0,LBG,TEB,AAB45,AAB,AAB45,37.0,3.0,3.0,-336.572491,-328.8638984,-329.6592849,12.5,51.26,-6.585,39712.5,406.0
340,3454f8fd,734D27,A306,EP-SIG,0,IST,IKA,MRJ4804,MRJ,MRJ4804,36.0,45.0,2.0,-455.8045908,-514.4294483,-418.010009,12.8,38.01,41.47,34920.0,550.6
341,3454f9e3,,FA8X,,0,,,,,FA8X,8.0,1.0,18.0,0.0,0.0,0.0,13.71428571,56.43,7.13,40857.14286,442.2857143
342,3454fb4a,4BCA62,LJ45,TC-RSB,0,ISL,DIY,RHH37,RHH,RHH037,1.0,16.0,55.0,-437.8997193,-144.5329708,412.0359486,13.75,38.69,39.345,39531.25,499.25
343,3454fbc4,,GLF6,,0,,,,,GLF6,25.0,4.0,3.0,0.0,0.0,0.0,13.66666667,44.155,27.64,40733.33333,526.0
344,3454fbed,501C0C,B738,9A-ABC,0,FUE,AMS,HV6706,EZZ,TRA7F,16.0,26.0,0.0,-402.7611391,-404.9675147,-406.0740946,13.8,40.59,-3.97,35600.0,443.4
345,3454fc70,,GLEX,,0,,,,,GLEX,7.0,10.0,24.0,0.0,0.0,0.0,13.2,53.29,-1.09,40805.0,434.6
346,345500be,,GLF5,,0,,,,,GLF5,10.0,5.0,5.0,0.0,0.0,0.0,13.0,39.605,22.385,41000.0,521.75
347,345502fc,E49163,A332,PR-AIU,0,ORY,VCP,AD8701,AZU,AZU8701,10.0,4.0,1.0,-400.6227046,-406.1716666,-412.7598309,13.8,40.63,-10.14,36200.0,434.8
348,3455053e,,CL35,,0,,,,,CL35,8.0,3.0,13.0,0.0,0.0,0.0,13.5,47.15,14.485,39533.33333,434.8333333
349,345505b4,151DB9,73H,RA-73145,0,AER,VKO,UT268,,UTA268,230.0,38.0,14.0,-246.6534609,-302.5576229,-330.5164901,13.8,48.91,44.81,35000.0,384.0
350,3.46E+11,503D6F,A320,LY-HMD,0,HRG,VNO,HN2862,HST,HST2862,1.0,12.0,2.0,-381.0888034,-396.0667051,-399.5266134,14.2,42.42,23.72,34005.0,454.4
351,345508be,151E2D,B738,RA-73261,0,MRV,VKO,R3480,SYL,SYL480,226.0,28.0,2.0,-266.632173,-338.6166931,-342.7722148,13.0,48.16,45.095,35000.0,401.5
352,34550a5a,A572AF,GLF4,N450FX,0,ZRH,BGR,LXJ450,LXJ,LXJ450,2.0,3.0,5.0,-375.6511204,-370.7274538,-372.118629,13.5,49.67,-5.205,43000.0,408.0
353,34550c1c,452087,A320,LZ-BHM,0,DUS,EBL,UD438,BGH,UBD438,2.0,3.0,3.0,-422.0983107,-415.7988992,-406.0765433,14.0,45.11,23.17,33008.33333,479.0
354,34550d00,,GLEX,,0,,,,,GLEX,15.0,5.0,8.0,0.0,0.0,0.0,16.0,44.45,25.38,41410.71429,524.0
355,34551044,407C5E,A333,G-EODS,0,STN,CKG,ZT287,,AWC287,1.0,23.0,3.0,-353.129302,-332.6273434,-224.9084261,14.625,44.905,24.045,39000.0,495.875
356,34551165,40700A,A321,G-POWN,0,OTP,LGW,ZT662,AWC,AWC662,5.0,2.0,3.0,-420.6705214,-412.6510952,-366.8064287,13.5,48.51,14.06,34475.0,433.75
357,345511bf,4A1265,A320,YR-DSE,0,BCM,DUB,DN407,JOC,JOC407,4.0,2.0,1.0,-416.875409,-412.7514689,-389.8903236,14.0,51.085,10.12,36000.0,423.8333333
358,34551230,424317,A320,VP-BAC,0,AMS,TAS,,,VPBAC,28.0,2.0,3.0,-351.562611,-255.733071,-232.4815449,14.625,43.65,25.3,39003.125,491.875
359,34551599,,F2TH,,0,,,,,F2TH,0.0,7.0,3.0,0.0,0.0,0.0,14.28571429,44.21,28.47,41000.0,463.4285714
360,34551619,778822,A320,YK-BAB,0,,,SAW423,SAW,SAW423,300.0,9.0,13.0,0.0,0.0,0.0,14.0,42.7,47.25,33006.25,399.5
361,34551817,3CC9AB,LJ35,D-CDRF,0,AYT,,1I112,AMB,AMB112,2.0,28.0,10.0,0.0,0.0,0.0,13.8,43.51,23.51,37975.0,424.8
362,34551829,33FD99,GLF5,MM62303,0,,,IAM1470,IAM,IAM1470,180.0,29.0,0.0,0.0,0.0,0.0,13.8,39.67,18.29,40030.0,436.0
363,34551a02,501D13,CL60,9A-CRO,0,ZAG,GYD,,,9ACRO,18.0,10.0,10.0,-405.9117496,-459.8201113,-319.8465325,13.8,42.78,30.44,35010.0,509.2
364,34551ba1,3CEFBD,C56X,D-CSCB,0,FNC,LBG,SCR187,SCR,SCR187,16.0,1.0,3.0,-390.6026359,-395.9700199,-389.4825414,14.2,39.56,-10.6,40980.0,424.0
365,34551d76,3CE630,LJ45,D-COMA,0,HEL,MAN,UNI136,,UNI136,7.0,6.0,0.0,-405.1966259,-402.6253936,-376.1023402,13.5,57.895,9.985,43000.0,427.5
366,345523b8,4D23EC,A320,9H-MLO,0,LGW,MLA,KM117,NVD,AMC117,11.0,15.0,2.0,-454.0843042,-458.5168066,-455.2866188,14.0,43.815,8.675,35006.25,498.5
367,34552411,347555,A332,EC-OAP,0,WAW,PMV,PU971,PUE,PUE971,21.0,4.0,5.0,-388.5948734,-347.4661849,-371.6809967,14.85714286,44.32,1.91,35029.71429,456.8571429
368,34552cec,3465C9,A320,EC-ISI,0,NTE,RAK,V72372,VOE,VOE96HA,19.0,1.0,16.0,-368.81756,-393.7702271,-392.5288829,14.0,40.2,-6.97,37006.25,427.25
369,34552ee0,3CEA40,LJ45,D-CQAA,0,SCQ,OSL,QAJ1,QAJ,QAJ1,2.0,9.0,14.0,-398.1087013,-387.7966362,-410.1937226,14.2,50.05,2.3,43000.0,453.2
370,34553096,06A1C6,GLF6,A7-CGA,0,LCA,ZRH,QE723,QQE,,31.0,8.0,1.0,-395.7152949,-422.0618731,-432.9398686,14.2,40.22,24.37,46560.0,455.2
371,34553359,142AF8,GLF6,RA-11000,0,ISL,VKO,,,RLA1111,27.0,250.0,21.0,-142.2365962,-0.6396317513,-399.3757136,14.5,44.8,43.61,41000.0,540.0
372,3455337e,398699,A21N,F-HBUZ,0,MXP,EWR,B0300,DJT,DJT300,15.0,12.0,9.0,-286.0021996,-294.193716,-309.5095396,14.8,52.54,-0.88,35910.0,381.2
373,345533d6,1.51E+27,B738,RA-73253,0,MRV,DME,Y7403,TYA,TYA403,226.0,27.0,3.0,-283.9387255,-290.5188354,-341.9750377,14.2,49.21,44.22,35000.0,393.2
374,34553ac8,700011,A343,YA-KME,0,MZR,IST,RQ9011,KMF,KMF9011,7.0,28.0,26.0,-339.4781195,-301.4876888,-353.0984019,17.0,41.135,42.76,38000.0,376.5
375,34553b74,4BCE02,B738,TC-SPB,0,LEJ,AYT,XQ275,,SXS9JH,14.0,2.0,5.0,-399.423838,-401.1264849,-408.4865198,14.5,46.07,19.865,36725.0,440.75
376,34553f2f,39C642,C25A,F-HRSC,0,NCE,RVN,,,FHRSC,335.0,1.0,2.0,-311.8750715,-347.7242932,-359.5001355,15.16666667,52.435,12.965,44779.16667,375.0
377,34554240,452033,A320,LZ-LAG,0,DUS,HRG,H68282,BUC,BUC8282,12.0,2.0,0.0,-420.3533871,-428.6590542,-422.04584,14.8,43.35,17.81,34975.0,459.8
378,34554658,7.41E+07,H25B,JY-AWD,0,ZRH,BJV,,AWS,JYAWD,15.0,2.0,0.0,-416.8012387,-416.5021999,-417.2887172,14.5,43.69,18.475,35018.75,449.75
379,345546f8,,FA8X,,0,,,,,FA8X,13.0,35.0,4.0,0.0,0.0,0.0,14.8,44.56,26.3,41180.0,472.4
380,34554707,46788D,LJ35,LJ-1,0,BRU,JYV,FNF179,FNF,FNF179,5.0,5.0,9.0,-392.9552207,-400.6508186,-397.0253586,14.5,56.77,11.765,36956.25,424.75
381,345550df,500362,GLEX,T7-ALEX3,0,LTN,DWC,,,T7ALEX3,5.0,18.0,2.0,-463.0724774,-452.2171441,-905.5211352,16.0,42.85,28.81,41003.57143,464.1428571
382,345555b5,4A2181,B738,YR-HLA,0,HRG,BER,6Y306,AEZ,ART306,11.0,11.0,5.0,-403.4629305,-811.788612,-411.8613213,16.0,43.76,21.64,35595.0,445.4
383,345557af,02A1A7,A320,TS-INH,0,JED,TUN,BJ4141,LBT,LBT4141,19.0,3.0,2.0,-370.035826,-347.6271674,-342.9385757,17.0,35.215,20.03,34000.0,391.5
384,345558bb,0A009B,B738,7T-VCF,0,JED,,SF5561,DTH,DTH5561,18.0,2.0,2.0,0.0,0.0,0.0,17.0,34.875,19.185,36006.25,377.5
385,345558f4,,GA6C,,0,,,,,GA6C,2.0,3.0,19.0,0.0,0.0,0.0,15.0,40.45,38.32,44312.5,566.5
386,345559f3,142AFC,GLF4,RA-11044,1,IST,VKO,MMM9632,MMM,MMM9632,6.0,61.0,300.0,-1.096900026,-138.5992217,-351.0216687,17.0,42.635,44.96,43000.0,485.5
387,34555a61,4D24A9,B744,9H-AKJ,0,EMA,JED,SV3046,,SVA3046,5.0,27.0,6.0,-448.8544452,-466.297354,-920.9322943,15.66666667,44.455,16.195,40333.33333,501.8333333
388,3.46E+99,,GLF5,,0,,,,,GLF5,38.0,14.0,3.0,0.0,0.0,0.0,15.0,39.155,20.89,40843.75,410.5
389,34556166,,FA8X,,0,,,,,FA8X,31.0,0.0,6.0,0.0,0.0,0.0,16.0,42.49,29.4,39228.57143,489.5714286
390,34556380,,GA5C,,0,,,,,GA5C,18.0,20.0,23.0,0.0,0.0,0.0,15.0,38.64,33.135,43506.25,584.75
391,34556512,7000A1,A310,YA-FGF,0,KBL,IST,FG719,AFG,AFG719,8.0,21.0,2.0,-337.6885546,-342.3915408,-343.0833031,17.0,39.185,42.725,35993.75,372.75
392,345567c8,,F2TH,,0,,,,,F2TH,11.0,24.0,3.0,0.0,0.0,0.0,17.0,39.51,42.41,43493.75,377.0
393,34556809,,GL7T,,0,,,,,GL7T,17.0,4.0,17.0,0.0,0.0,0.0,15.4,46.85,19.1,42990.0,478.0
394,34556b74,400F63,A346,G-ECLN,0,BOH,CTU,SE600,URO,URO600,8.0,10.0,18.0,-349.5332445,-624.6767472,-194.6950274,16.33333333,45.055,22.48,39004.16667,499.5
395,3.46E+96,02019A,LJ45,CNTMV,0,ALC,OSL,,,AOM396M,8.0,1.0,16.0,-359.476427,-348.8721282,-714.6822548,15.66666667,48.735,2.54,40845.83333,410.3333333
396,345576b9,,GLF5,,0,,,,,GLF5,17.0,6.0,2.0,0.0,0.0,0.0,16.25,57.075,-6.6,43000.0,449.5
397,34557934,502D81,GLEX,YL-DAM,0,VIE,ALA,,UAG,UAG28S,19.0,20.0,7.0,-324.5851932,-696.300886,-472.095135,16.33333333,42.065,37.25,39779.16667,523.5
398,3455848c,4BD189,B738,TC-TLI,0,DUS,EBL,IA234,IAW,IAW234,1.0,3.0,11.0,-407.1601599,-418.9582079,-432.6790672,17.0,44.69,24.24,37000.0,462.0
399,345588d1,4BCA66,CL60,TC-RSF,0,KWI,BRS,RHH35,RHH,RHH035,0.0,15.0,2.0,-365.7570645,-348.8479352,-339.5119754,17.0,40.31,36.975,36506.25,392.5
400,34558d0e,730601,A343,EP-APA,0,IKA,IST,EP512,IRC,IRC512,24.0,0.0,1.0,-692.3426712,-364.5297547,-358.6892326,16.25,39.81,38.065,38000.0,382.5
401,34559104,738062,B738,4X-EKR,0,WAW,TLV,LY5102,,ELY5102,19.0,7.0,12.0,-780.3408423,-373.6215567,-387.2214285,16.25,40.805,27.27,37000.0,418.0
402,345595ee,73957C,H25B,4X-CUT,0,CMF,TLV,,TMI,4XCUT,5.0,7.0,3.0,-877.7226055,-437.5043219,-433.0175233,16.6,38.43,22.4,36595.0,477.6
403,3455a2b1,505CD8,B738,OM-FEX,0,LIL,LPA,NT3013,AXE,IBB7TD,2.0,2.0,2.0,-400.3052993,-389.8579081,-386.475431,17.0,40.64,-7.595,37587.5,425.0
404,3455a41e,3CD43B,C25B,D-CHRF,0,PMO,DUS,HR910,HHN,HHN910,6.0,7.0,17.0,-319.89952,-321.1929208,-302.6158945,17.0,46.82,10.995,37900.0,349.25
405,3455ab69,70612C,A20N,9K-CBE,0,KWI,DME,J9337,JZR,JZR337,332.0,355.0,353.0,-343.4687233,-327.5477328,-327.8657049,17.0,39.555,50.285,36506.25,405.25
406,3455ad42,3CF62A,LJ45,D-CUNI,0,ALC,MMX,UNI137,UNI,UNI137,1.0,17.0,1.0,-377.5456782,-393.0370465,-400.0800246,17.0,47.4,8.055,42987.5,431.25
407,3455af25,4D2103,CRJ2,9H-JOY,0,ISL,FRA,,AXY,AXY471T,2.0,8.0,0.0,-409.0932041,-414.611192,-391.9900605,17.0,46.39,19.555,35518.75,435.5
408,3455b390,328826,738,,0,BGW,IST,IF221,,FBA221,16.0,7.0,3.0,-343.0905984,-346.3268497,-378.0828722,17.0,39.11,36.88,34356.25,369.0
409,3455b3cf,,GLF5,,0,,,,,GLF5,5.0,5.0,1.0,0.0,0.0,0.0,17.0,52.5,-8.33,41850.0,405.75
410,3455be3e,,GL5T,,0,,,,,GL5T,4.0,3.0,16.0,0.0,0.0,0.0,17.0,52.215,6.385,43000.0,482.25
411,3455c3a3,6355B5,GLEX,N98WG,0,VLC,BLR,,,N98WG,39.0,8.0,14.0,-439.3223453,-484.0709363,-491.9899517,17.0,39.02,10.71,39312.5,525.25
412,3455c42e,45209C,A320,LZ-MDI,0,SOF,ALC,W64413,USW,WZZ7392,9.0,3.0,2.0,-392.0058657,-393.8480466,-386.5995271,17.0,41.535,14.425,35293.75,423.0
413,3455c814,4B199D,CL60,HB-JSF,0,ADB,STR,,,HBJSF,6.0,4.0,4.0,-387.2313352,-401.3490112,-385.11083,17.0,42.665,20.69,37375.0,424.75
414,3455c8bd,48C812,BE40,SP-TAT,0,NCE,GLA,,SAH,SAH26P,5.0,1.0,9.0,-301.7504847,-309.9214911,-321.085364,17.0,48.435,3.38,38018.75,340.75
415,3455cb1e,451D86,E190,LZ-VAR,0,SOF,BRU,FB407,LZB,LZB407,2.0,7.0,0.0,-408.6761894,-398.1621059,-380.5266204,17.0,47.335,15.97,37306.25,432.25
416,3455d1a1,49D4CF,E55P,OK-STS,0,OSR,BCN,,QAV,QAV30E,5.0,3.0,11.0,-408.2473028,-403.6307928,-387.5716745,17.0,45.52,9.995,37231.25,438.5
0,347a113c,781284,A333,B-1017,0,SZX,LHR,ZH9067,CSZ,CSZ9067,0.04484754470448547,0.013737352432650235,0.007947120945560748,0.0,0.0,0.05481939707175796,0.0004898672151796233,56.14,14.59,0.9999220418205395,0.012476790915727697
1,347a1f0d,39B221,B77L,F-HMRB,0,HKG,CDG,2C611,CMA,CMA611,0.0026380908649697335,0.18545425784077815,0.001986780236390187,0.0,0.010179819396259546,0.0,0.0005306380459326249,45.795,22.075,0.9999114206193892,0.013299223217129758
2,347a26ec,780204,B77W,B-KPD,0,HKG,LHR,CX253,CPA,CPA253,0.010552363459878934,0.02060602864897535,0.0,0.0439314242432966,0.0,0.0,0.0004791286804841546,48.205,15.745,0.9999207244886705,0.012582335783149103
3,347a3160,7810C6,A332,B-8776,0,CKG,LHR,GS7965,GCR,GCR7965,0.06331418075927361,0.0412120572979507,0.007947120945560748,0.0,0.0,0.0,0.0012196542233227454,55.13,13.415,0.9999322650758214,0.011574873818427025
4,347a79b0,A8320E,B748,N627UP,0,SDF,DXB,5X76,UPS,UPS76,0.03429518124460654,0.08929279081222652,0.01986780236390187,0.0,0.05599734135697943,0.0,0.000910419498222545,44.43,16.75,0.999897343766887,0.014299407829024825
5,347ab59a,70C126,A21N,A4O-OXA,0,MCT,MUC,OV995,OMS,OMS995,0.042209453839515736,0.048080733514275824,0.003973560472780374,0.0,0.0,0.0,0.0013091048706338796,45.665000000000006,23.405,0.9999224028729248,0.012388481637147473
6,347ae599,4D0115,B744,LX-ECV,0,DWC,LUX,CV7205,CLX,CLX7XM,0.05539990816436441,0.013737352432650235,0.0059603407091705606,0.02961949697890959,0.0865088824716072,0.06725855005382757,0.00010334308589719043,44.22,22.96,0.999896452084429,0.014390080930195039
7,347ae904,7810C4,B763,B-1589,0,KGF,LGG,O37429,CSS,CSS7429,0.013190454324848668,0.02747470486530047,0.001986780236390187,0.0,0.0,0.0,9.718577349552199e-05,56.54,25.21,0.9999454914709587,0.010440528809804648
8,347af544,732541,A332,EP-IJA,0,FRA,IKA,IR720,IRA,IRA720,0.007914272594909202,0.013737352432650235,0.013907461654731309,0.0,0.04258040573028251,0.07750716512901588,0.0011300854683271508,39.555,39.41,0.9999274680070069,0.011990897878410118
